Customer Name,Age,Gender,Marital Status,Education Level,Income Level,Occupation,Account Balance,Length of Time with Bank (Months),Transaction Frequency,Average Transaction Amount,Digital Banking Usage,Customer Service Interactions,Sentiment Score,Life Event,Competitor Proximity,Market Conditions,Customer Interactions,Product Usage,Customer Satisfaction,Customer Engagement
Ronald Wright,52,Female,Single,Bachelor's Degree,50287,Managerial,1955.1420482028602,231,43,773.3816270643363,Low,3,0.36030266178135517,Marriage,Close,Fair,21,Low,3,3
Jennifer Bradley,31,Female,Married,Master's Degree,62383,Skilled Labor,2722.489324037328,117,12,588.89849165801,Low,7,0.8498217914791203,None,Moderate,Fair,40,Medium,3,1
Michelle Ruiz,49,Female,Widowed,Bachelor's Degree,185747,Administrative,5642.7568068139035,257,39,232.02855781834472,High,6,0.28449349658986234,None,Far,Good,27,High,2,2
Krystal Cross,88,Female,Married,PhD,69524,Administrative,1073.7169937900715,3,81,106.52986790752074,High,9,0.004790527689315871,None,Far,Fair,4,High,2,1
Nicholas Johnson,65,Female,Married,Bachelor's Degree,93091,Administrative,3259.2636542365217,218,70,837.8275973859502,High,19,0.6314472965353669,Birth,Moderate,Fair,23,Medium,1,2
Charles Lee,54,Male,Widowed,High School,192894,Skilled Labor,1615.9436989938647,18,77,627.6862404288132,Low,7,0.48046438498898025,None,Far,Good,17,High,3,4
Allison Contreras,79,Female,Divorced,PhD,34104,Professional,6240.836778700862,13,70,566.080309915004,High,14,0.6021470880446731,Marriage,Moderate,Fair,33,Low,4,1
Joel Cisneros,62,Male,Single,High School,62681,Unskilled Labor,1934.8570591193138,259,22,290.8572291542764,Medium,3,0.606746870741376,Birth,Moderate,Fair,10,Medium,2,2
Dean Winters,69,Male,Divorced,Bachelor's Degree,138875,Managerial,8037.285240384361,240,28,881.081314273821,Medium,6,0.07239928880508784,None,Close,Good,33,High,4,2
Desiree Bailey,86,Female,Widowed,PhD,43351,Administrative,582.8857954846623,287,35,165.1395853386979,Low,0,0.0494008250879624,Birth,Far,Poor,0,High,2,4
Thomas Sandoval,64,Male,Married,Bachelor's Degree,189077,Technical,3862.196768176708,59,67,698.0417110244105,Low,6,0.3585567362969323,None,Far,Poor,28,Low,1,3
Christopher Wallace,25,Male,Single,High School,27937,Managerial,7877.170042750888,120,85,857.2819916646333,Low,15,0.45210259178139167,Relocation,Moderate,Poor,5,Low,2,1
Kirk Green,88,Male,Married,Master's Degree,188280,Administrative,4206.812666786587,31,53,213.40761910795692,Medium,15,0.16221934205935806,Divorce,Far,Fair,37,High,4,3
Jose Figueroa MD,28,Male,Divorced,High School,195640,Professional,7046.504263949155,197,61,156.4692037077351,Medium,0,0.10338392280146358,None,Far,Fair,36,Medium,4,4
Amber Cobb,65,Female,Single,Master's Degree,48620,Managerial,8246.485293810487,36,54,568.7462460218744,High,13,0.7438072543484783,Birth,Close,Fair,17,Low,1,2
Deanna Thomas,53,Male,Married,Bachelor's Degree,137152,Skilled Labor,7594.527411773852,52,9,350.65599086686564,Medium,14,0.007183757194625606,Marriage,Far,Fair,35,Low,2,2
Lisa Diaz,69,Male,Widowed,Master's Degree,106731,Skilled Labor,9823.867149610769,222,93,902.7559889439937,Low,11,0.8884765058729208,Marriage,Far,Poor,23,Low,2,3
Theresa Stein,51,Female,Divorced,PhD,130225,Unskilled Labor,9733.652720376487,252,55,504.7199572169022,Low,13,0.35742062060831026,Relocation,Far,Good,36,Medium,2,3
Charles Gutierrez,53,Male,Single,Bachelor's Degree,82962,Unskilled Labor,9041.374532522519,84,37,288.5529051035541,Low,18,0.4486429656632982,Divorce,Far,Good,19,Medium,4,3
Christine Mckinney,37,Female,Married,Bachelor's Degree,111061,Managerial,1695.4690826177987,71,94,240.9947018142678,High,13,0.125746851361332,Birth,Moderate,Good,43,Low,2,4
Kimberly Taylor,58,Male,Single,PhD,145167,Professional,1043.4441666422279,97,15,960.0492017983353,Low,15,0.5611608383652398,Divorce,Far,Fair,17,Low,3,2
Michael Rivera,34,Female,Widowed,Bachelor's Degree,151156,Managerial,2823.438672531674,39,57,280.3577274790322,High,18,0.4378584980173327,Birth,Close,Fair,0,Low,2,4
Charles Reyes,85,Male,Divorced,High School,73882,Administrative,8589.319660991032,17,53,663.3251824943646,Medium,0,0.4034544203045597,Divorce,Far,Poor,35,Low,2,2
Julie Lloyd,66,Male,Divorced,Master's Degree,78989,Technical,6989.926861697187,241,21,307.1147001634799,Low,3,0.7710362602004222,Birth,Close,Fair,13,Low,4,3
Michael French,72,Female,Single,Master's Degree,177278,Managerial,4263.96918156488,161,69,341.0743965411584,High,0,0.9172704548912988,Relocation,Far,Fair,41,High,1,1
Anna Henderson,89,Male,Single,Master's Degree,36573,Professional,3285.9324179156356,287,44,887.2591484573726,Medium,10,0.08464555520518291,Relocation,Close,Fair,27,High,2,1
Amber Weber,32,Female,Married,High School,69143,Technical,4670.175927021619,42,12,724.1165372428649,Medium,0,0.17090382910607205,Birth,Close,Fair,32,Medium,3,4
John Forbes,79,Female,Married,Master's Degree,77547,Skilled Labor,4673.192605815832,139,49,624.1541238552123,Low,6,0.5689579957993668,Relocation,Far,Poor,25,High,2,4
Benjamin Gilbert,84,Male,Married,High School,196250,Professional,3422.197396754525,228,86,795.169306642652,Medium,4,0.14326241726445554,Birth,Moderate,Fair,12,Medium,1,4
Justin Ball,84,Male,Divorced,PhD,39596,Administrative,192.9240199254334,195,30,302.6630750173323,Medium,2,0.1568646412128255,Birth,Moderate,Fair,18,Low,2,4
Joseph Miller MD,26,Female,Married,PhD,62676,Technical,1643.9239526635895,264,88,510.2749176106966,High,2,0.3000972184484546,Birth,Moderate,Poor,23,Medium,1,3
Nancy Ramirez,40,Female,Widowed,Master's Degree,120201,Skilled Labor,8261.654060700675,49,56,693.9927867837565,High,12,0.9591910003949354,None,Close,Good,34,High,3,1
William Weiss,42,Male,Married,Bachelor's Degree,58777,Managerial,2231.397161234836,278,44,639.377579289352,Low,11,0.8412083045847961,Marriage,Close,Fair,33,High,4,4
Laura Pruitt,31,Male,Divorced,Bachelor's Degree,140982,Technical,4830.324430398333,295,37,882.059128149248,High,5,0.3075267483774685,Birth,Moderate,Fair,27,Low,4,2
Anita Thomas,33,Male,Widowed,PhD,122265,Managerial,5746.822878197187,25,11,455.8519655439209,Medium,0,0.12486135866194814,Relocation,Close,Good,18,Low,4,3
Albert Owen,23,Female,Married,Bachelor's Degree,57552,Technical,1666.8846309925177,60,7,479.48933370992097,High,13,0.24817510182083002,Marriage,Close,Poor,33,Medium,2,4
Michele Martinez,40,Male,Married,Master's Degree,28625,Managerial,2304.2596710486396,178,68,843.3659814993204,High,4,0.21482965118701358,Relocation,Close,Fair,39,Low,2,3
Joshua Arellano,74,Male,Widowed,Bachelor's Degree,81310,Unskilled Labor,3360.7707776291163,18,57,220.13515734292787,Low,1,0.2813635580840853,Birth,Moderate,Fair,44,Low,2,4
John Moore,81,Female,Divorced,Master's Degree,99193,Managerial,6995.173896000779,31,98,181.51718714150988,Medium,4,0.2093151300774655,None,Moderate,Good,36,High,1,2
Jennifer Cardenas,61,Female,Widowed,Master's Degree,88812,Administrative,1422.152702983398,129,9,922.396315531426,Medium,9,0.9473736878817115,Birth,Far,Good,8,Low,1,2
Amber King,83,Male,Widowed,PhD,188285,Managerial,9807.768858896954,35,61,674.1678959825291,High,14,0.39853621429698904,Birth,Close,Fair,28,Medium,3,3
Theresa Guerrero,53,Male,Married,High School,184340,Administrative,1193.1111803893834,99,51,107.08822154842208,Medium,11,0.8331133703984914,Divorce,Far,Good,0,Low,3,3
Dylan Smith,71,Female,Divorced,PhD,109396,Administrative,3413.2790398717784,206,99,703.5909506901567,Low,4,0.785558055790099,Divorce,Moderate,Good,5,Medium,3,3
Kimberly Lin,36,Female,Divorced,PhD,123295,Professional,4046.7763758798483,84,24,117.85472293119852,Medium,16,0.8956276192686567,None,Moderate,Fair,23,Low,3,3
Shelly Gibbs,25,Female,Married,Bachelor's Degree,175840,Professional,7882.325903159406,3,19,430.7804846446328,Low,9,0.6978983558148847,Birth,Close,Good,49,Medium,2,2
Isaac Hart,72,Female,Married,PhD,63092,Professional,881.250305098813,64,11,338.0707421640019,High,18,0.307299355811134,Relocation,Far,Poor,39,High,4,1
Meghan Rodriguez,29,Male,Single,PhD,170960,Professional,5929.080748273516,165,78,240.9117699770693,Low,10,0.06243558121157666,Marriage,Moderate,Good,29,Low,3,4
Courtney Leblanc,41,Female,Single,Master's Degree,48519,Professional,4136.470937334232,12,27,71.01595722528668,Low,11,0.6158792757434685,None,Close,Poor,24,Low,3,1
Victoria Robbins,86,Female,Single,Master's Degree,72083,Unskilled Labor,4057.6231563259357,222,6,172.630117851347,Medium,8,0.6589290420636553,Birth,Far,Fair,5,Low,3,4
Deborah Fischer,60,Female,Widowed,Bachelor's Degree,164512,Unskilled Labor,2868.411185387604,50,5,998.1214539685462,Low,3,0.5065659743344573,Marriage,Moderate,Fair,33,Medium,1,1
Courtney Lopez,83,Female,Single,Bachelor's Degree,21665,Technical,4420.334393616501,20,30,341.36652844902255,Medium,8,0.7100440838960224,Relocation,Close,Poor,22,Medium,2,4
Stephanie Hester,86,Female,Divorced,Master's Degree,94681,Unskilled Labor,3568.301709471835,47,11,72.71198694774068,Low,7,0.8723127046812833,Marriage,Close,Fair,49,Low,1,1
Jeffery Sanchez,58,Male,Married,Bachelor's Degree,23377,Unskilled Labor,4349.178978399244,87,7,289.5600268198061,High,13,0.8766107172211836,Relocation,Close,Good,26,Medium,2,3
Michael Jones,68,Female,Married,High School,84519,Professional,8691.840625752631,121,3,699.6154495507111,Low,19,0.07632516747746532,Relocation,Far,Fair,10,Medium,2,3
John Taylor,74,Male,Widowed,PhD,25141,Administrative,7551.594143304926,189,50,475.00289512434966,High,15,0.20975830375399296,Divorce,Close,Good,0,Low,3,1
Thomas Williams,78,Male,Married,High School,103849,Managerial,6002.706222555448,117,39,981.7112781663102,Low,0,0.22709470921036168,Divorce,Moderate,Good,22,Low,3,3
Kevin Brown,76,Male,Widowed,Master's Degree,119711,Administrative,7644.427186864547,232,48,936.337757891985,High,16,0.0481928808914468,Marriage,Close,Poor,1,High,2,1
Michelle Caldwell,64,Male,Single,PhD,94273,Administrative,68.39857773321856,134,78,614.0432339208044,Medium,18,0.5954023772662981,Divorce,Moderate,Good,42,Medium,2,1
Adam Wallace,88,Male,Divorced,Master's Degree,26328,Unskilled Labor,6698.839550013766,261,15,48.715521908047634,Medium,17,0.5955276179257788,None,Far,Good,6,Medium,3,4
Richard Thomas,89,Female,Married,Master's Degree,169842,Professional,5194.087850660315,215,44,794.7570292430253,High,5,0.17973942920503505,None,Far,Good,46,Medium,2,4
Cassidy Johnson,58,Male,Divorced,Bachelor's Degree,51492,Administrative,2542.8676418186856,210,80,604.1986872506853,High,5,0.8305164995250172,Birth,Moderate,Poor,11,Medium,3,1
Elizabeth Davis,51,Female,Divorced,High School,190410,Professional,1553.682560622124,29,31,405.8913235160303,Low,3,0.563688749960752,None,Close,Good,44,High,1,2
Jacob Moore,74,Female,Widowed,PhD,192676,Managerial,8781.235984532294,36,57,527.6585104226739,High,12,0.22703718832500552,None,Far,Good,34,High,3,4
Victor George,18,Male,Divorced,PhD,133991,Professional,9396.410031550067,164,7,318.1977944802135,Low,12,0.17009277607985274,Divorce,Far,Fair,7,Low,2,3
Edward Rogers,44,Female,Widowed,PhD,75575,Technical,4628.013673963172,106,60,267.7017009446684,High,8,0.009166700414534046,Relocation,Moderate,Fair,21,Medium,3,1
Joshua Olson,19,Female,Divorced,Bachelor's Degree,193289,Professional,2468.2279644028627,18,90,977.0130752686609,High,3,0.44972683243297373,None,Far,Good,7,Medium,3,4
Dr. Nicole Martinez,25,Female,Married,Bachelor's Degree,47089,Administrative,8023.010460817911,197,57,626.4585257036885,Low,0,0.6832598652355126,Birth,Moderate,Good,25,Medium,3,1
Charlotte Smith,58,Male,Married,Master's Degree,107413,Professional,7082.385297923013,130,46,442.0366097522273,High,7,0.5620350341161403,None,Moderate,Good,22,Medium,3,3
David Leonard,20,Female,Married,PhD,163156,Professional,4860.614161370085,131,82,110.84310940908395,Low,15,0.1597632046035914,Birth,Far,Good,12,Medium,2,2
Wanda Bryant,81,Female,Widowed,PhD,99456,Administrative,1574.6317424405088,16,82,754.1547516947146,High,0,0.21456912657715987,Birth,Close,Poor,7,Low,1,3
Eric Strickland,42,Male,Married,High School,198223,Professional,2566.6986783246725,187,32,38.487415446315936,Low,7,0.20786636529326008,None,Close,Good,17,High,3,3
Marie Anderson,56,Female,Single,High School,161345,Administrative,5218.32910217894,210,14,889.7223863469303,Low,16,0.33367597074129907,Marriage,Moderate,Good,4,Low,1,1
David Romero,59,Male,Widowed,Master's Degree,20568,Managerial,1270.9025497466052,233,73,284.6285423931937,High,5,0.2048895333763564,Marriage,Close,Fair,30,High,1,1
Heather Lee,86,Male,Single,High School,97993,Managerial,2587.867105369032,260,30,566.5065531965248,High,4,0.8984402666802815,Birth,Close,Good,20,High,3,1
Mark Dougherty,79,Male,Widowed,Bachelor's Degree,147083,Unskilled Labor,373.2137165103022,247,18,127.93852526885671,Medium,4,0.9750311373357631,Birth,Far,Poor,31,High,2,3
Albert Morales,37,Male,Divorced,Bachelor's Degree,40406,Administrative,8144.685128411175,207,62,547.4460004889507,Low,18,0.8985639048814635,None,Moderate,Poor,1,Low,2,4
Anita Griffin,73,Female,Widowed,Bachelor's Degree,90134,Administrative,9326.057971295391,79,50,319.8023738934044,Medium,10,0.5302399731028163,Marriage,Close,Good,43,High,2,1
Brandon Martin,85,Female,Single,High School,115275,Professional,6623.759755444279,170,62,559.970234733262,Low,18,0.7147000110016597,Birth,Far,Poor,28,Low,2,1
Megan Anderson,18,Female,Married,Master's Degree,149366,Skilled Labor,2558.612129426604,200,32,197.3037766849031,Low,8,0.8901056775531907,Marriage,Moderate,Fair,21,Low,4,3
Melissa Fleming,43,Male,Widowed,Master's Degree,154585,Skilled Labor,1217.6200389505686,261,58,186.89847307464268,High,18,0.019259184494340165,Relocation,Far,Poor,21,Low,3,1
Jessica Green,82,Male,Married,High School,179912,Technical,574.4493603213551,129,34,467.35955259514543,Low,3,0.7018567970199238,Relocation,Close,Poor,19,Low,3,4
Tiffany Wood,63,Male,Divorced,Bachelor's Degree,164397,Unskilled Labor,5248.042234843852,243,66,706.8253668770101,Low,16,0.18260454118506786,Relocation,Moderate,Poor,11,Low,3,2
Sharon Schultz,80,Male,Widowed,Master's Degree,150881,Managerial,7455.940830815635,121,80,61.73147262062025,High,17,0.8633922950528792,Marriage,Far,Fair,8,Low,3,4
Steven Johnson,32,Female,Single,PhD,147948,Technical,1447.370076704112,243,13,63.97002483705516,High,9,0.9141969212689531,Marriage,Far,Good,0,High,3,1
Nathan Reed,25,Male,Single,High School,182806,Administrative,2499.555382581049,214,74,842.9005625070902,Low,9,0.6616828710213204,Divorce,Moderate,Poor,2,Medium,4,1
Jerome Crane,35,Female,Married,High School,153614,Managerial,8741.630044385513,151,14,422.2385844670572,High,8,0.6620121111269893,None,Moderate,Poor,14,Medium,4,3
Charles Sherman,69,Male,Married,PhD,61673,Professional,4989.711675130278,256,82,607.465026414596,Medium,2,0.3813349493639454,Marriage,Far,Good,34,Low,4,1
Emily Bradley,33,Female,Married,Master's Degree,133221,Professional,1235.4337955082074,33,53,256.6601497354342,High,6,0.03309989734742769,Divorce,Far,Poor,36,High,1,4
Rachel Newton,28,Male,Single,PhD,180226,Managerial,3079.0285739306455,210,51,722.2952212879235,Low,7,0.007112711463218568,Relocation,Close,Fair,48,High,4,4
Trevor Wallace,46,Female,Widowed,Master's Degree,96069,Unskilled Labor,9714.15491146466,186,22,861.1400956246146,Low,16,0.06996883463278203,Marriage,Moderate,Good,8,Low,3,1
Diana Williamson,23,Female,Divorced,Bachelor's Degree,73115,Administrative,6728.883371401605,266,87,146.26535340735245,Low,18,0.43533852252343663,Relocation,Close,Good,29,High,2,4
Elizabeth Simpson,65,Male,Married,PhD,31382,Unskilled Labor,9879.840700089098,62,81,639.0314461871167,Low,11,0.19431836039972028,Marriage,Far,Good,2,Medium,1,4
Tony Torres,86,Female,Single,PhD,22221,Administrative,4957.52754191304,200,83,348.33455242006164,Medium,10,0.21708360570892393,Marriage,Moderate,Good,11,High,1,1
Christopher Larson PhD,41,Female,Married,High School,181822,Managerial,9580.357594353565,63,18,485.6634759671845,Medium,4,0.4872171696835489,Divorce,Far,Good,46,Medium,4,3
Mark Pollard,26,Male,Divorced,PhD,152604,Professional,2550.1338944236372,205,22,602.328543195883,Low,1,0.4401985691550554,Relocation,Close,Poor,46,High,4,2
Terri Anderson,83,Male,Married,Master's Degree,73170,Managerial,583.4577656069317,101,90,968.377842927078,High,9,0.0431739137033651,Divorce,Close,Fair,29,High,1,3
Susan Shelton,55,Male,Divorced,High School,120626,Skilled Labor,8075.332294932197,172,60,466.40985518381774,Low,9,0.9350562699310397,Relocation,Moderate,Fair,16,High,1,3
Bridget Baker,62,Female,Divorced,Master's Degree,33695,Skilled Labor,1791.7668639031149,10,49,99.68779318827511,Low,9,0.8190657528884872,None,Moderate,Good,33,High,3,1
Monica Wilson,89,Male,Widowed,Bachelor's Degree,83691,Managerial,3911.21567084283,252,63,553.1182454167607,High,8,0.2507512706083864,Birth,Close,Poor,8,Low,2,3
Wesley Krause,32,Female,Widowed,Master's Degree,44063,Professional,8266.742851701076,202,32,649.6788527062351,Medium,6,0.46469857177013196,None,Close,Good,22,Low,4,1
Dennis Moore,86,Male,Single,High School,161110,Technical,8529.026618584716,261,69,991.3274458206656,Low,4,0.6059366008257058,Divorce,Far,Good,28,Medium,2,4
Mrs. Jessica Swanson,25,Female,Widowed,Bachelor's Degree,78839,Skilled Labor,8407.897612608796,264,31,406.05675096207165,High,19,0.942289685116339,Relocation,Far,Good,5,Low,4,4
Lori Hughes,38,Female,Divorced,Bachelor's Degree,177744,Managerial,6614.072452574441,146,36,157.00014958512276,Medium,4,0.7927927769668115,Marriage,Close,Fair,23,Medium,1,3
Gloria Kirby,74,Male,Divorced,High School,72121,Professional,4638.077833573792,126,91,329.1384548708237,High,14,0.3715424000538128,None,Close,Poor,34,High,3,1
Monica Hartman,37,Female,Married,Master's Degree,24736,Skilled Labor,7802.010476619658,99,68,579.0313265033956,Low,4,0.7031724833031128,Birth,Close,Poor,16,High,4,1
Lindsay Sanders,18,Male,Single,High School,54360,Unskilled Labor,7538.913459678569,103,50,180.35015746262846,Medium,17,0.23061439828197072,None,Close,Good,45,Medium,3,2
Randy Miller,36,Female,Divorced,PhD,170119,Technical,5016.8167006002,35,89,687.5368276406642,Medium,17,0.008553139852600977,Relocation,Far,Fair,10,High,2,3
Patricia Garcia,70,Female,Widowed,Bachelor's Degree,177132,Managerial,8303.452628612238,197,4,225.43366327199362,High,14,0.2607072015980716,Marriage,Moderate,Good,11,High,3,2
Kirk Benton,84,Female,Divorced,High School,46042,Unskilled Labor,350.66728953103257,32,8,325.0417435678774,Medium,15,0.055601796051542474,Relocation,Far,Fair,26,Low,1,2
Brandi Waters,38,Female,Widowed,High School,135577,Professional,9316.903231336531,204,42,743.8980558635967,Low,1,0.28440934166486054,Marriage,Far,Fair,19,High,3,4
Mr. Kevin Hall,62,Male,Married,Master's Degree,100512,Administrative,5727.211342336724,181,73,749.2573456986361,High,6,0.6222329641093212,None,Far,Fair,38,Medium,3,2
Justin Stephens,31,Male,Single,High School,114752,Administrative,6103.247170164956,20,68,162.29527885820474,Low,4,0.4910069720121303,Relocation,Close,Good,31,High,1,4
Deborah Stuart,49,Female,Divorced,Bachelor's Degree,26167,Administrative,7035.492694381926,196,88,583.4192006185154,High,0,0.10712613560585882,Relocation,Close,Fair,29,Low,2,4
Anna Harvey,67,Female,Single,PhD,195356,Unskilled Labor,1438.7306798453358,135,9,109.37653707500941,Medium,2,0.9473088993061981,Birth,Close,Poor,0,High,1,4
Matthew Myers,29,Female,Single,High School,160144,Technical,9999.659987361772,94,0,25.958539320614225,High,9,0.7491078444892366,Relocation,Far,Fair,48,High,1,2
James Stone,53,Female,Married,PhD,65759,Unskilled Labor,7176.258008147982,284,97,41.99168400681506,High,18,0.3123039923633193,Birth,Moderate,Poor,40,Medium,1,2
Emma Wright,46,Male,Married,Master's Degree,47929,Skilled Labor,33.03749712614268,168,29,526.9724853472856,Low,9,0.2919551534823248,Marriage,Far,Poor,6,Low,2,4
Barbara Mckinney MD,19,Male,Divorced,High School,193439,Skilled Labor,6939.015513133852,81,74,809.0812533052605,Medium,3,0.018849657779539508,None,Close,Poor,1,Low,1,2
Theodore Hayes,36,Female,Married,High School,172110,Unskilled Labor,1876.3801480382724,166,2,944.9221112706703,Medium,6,0.27106286855305883,None,Close,Poor,46,Medium,4,3
Bonnie Palmer,34,Female,Widowed,Bachelor's Degree,73670,Managerial,9048.297372830077,226,92,951.3221979063164,High,14,0.8971922983293339,Marriage,Far,Fair,48,High,1,4
Kristina Solis,57,Female,Widowed,Bachelor's Degree,23273,Skilled Labor,7554.827589330066,85,75,700.4801991768439,High,17,0.8238366328048864,Birth,Far,Good,7,High,4,2
Tyler Jones,55,Male,Divorced,Bachelor's Degree,182384,Technical,8386.462034651107,145,39,673.0111355792944,High,16,0.37203338573325395,Divorce,Close,Fair,9,Low,3,2
Anna Day,38,Female,Divorced,High School,111266,Administrative,6963.708283266467,198,30,799.7053528376352,Low,0,0.4596504076819796,Divorce,Moderate,Good,40,High,4,3
Ariana Williams,66,Female,Divorced,Master's Degree,178294,Unskilled Labor,6844.841152899358,151,26,673.1715844124607,Medium,10,0.3778765207695868,Divorce,Far,Fair,17,Low,1,4
Maria Olson,75,Male,Single,Master's Degree,102880,Professional,7426.726558840258,27,74,861.0421315240902,Low,11,0.4950217788116751,Birth,Far,Fair,45,Medium,3,1
Ashley Brown,23,Male,Married,PhD,129364,Unskilled Labor,1581.1398261710274,3,16,404.781006316794,Low,10,0.46859517462036204,Relocation,Close,Poor,3,Medium,4,2
Sandra Weaver,64,Female,Divorced,Master's Degree,105337,Unskilled Labor,5883.204314041084,27,20,312.5854954800506,Medium,11,0.8399611677633377,Relocation,Far,Good,30,Medium,2,4
Natalie Miller,19,Male,Married,High School,57331,Managerial,9440.746261278224,175,89,883.0698079407347,High,0,0.7932309655716757,Marriage,Far,Fair,5,High,3,2
Donald Tran,46,Female,Widowed,Master's Degree,96375,Skilled Labor,6828.513397329002,254,3,80.91344775235184,Low,4,0.2694385999243448,Marriage,Moderate,Poor,13,Medium,1,1
Brian Murphy,60,Female,Married,PhD,62823,Professional,1852.7159042654773,172,8,710.487820692046,Medium,2,0.9382146497767618,Marriage,Moderate,Good,32,Low,3,3
Mitchell Adams,19,Male,Single,High School,77685,Managerial,6925.642852291706,164,75,448.77112550862046,Medium,17,0.20202583088650738,Relocation,Moderate,Poor,22,High,3,4
Ashley Gallagher,22,Male,Widowed,PhD,81582,Skilled Labor,9805.328933326193,122,44,902.2458500606087,Medium,1,0.33357781097470873,Divorce,Moderate,Fair,17,Medium,4,2
Christopher Stanley,66,Male,Married,Master's Degree,82762,Technical,6094.2427888639395,125,61,691.3644389376137,High,16,0.02096254799929509,Marriage,Close,Poor,6,Medium,1,3
Jeffrey Oneal,72,Female,Single,High School,46331,Administrative,3507.2623081355227,57,75,562.9770069479375,High,3,0.8356937298116758,Relocation,Far,Poor,3,Medium,4,3
Kristie Hall,43,Male,Divorced,Bachelor's Degree,157062,Managerial,6938.72921734213,145,12,659.0412139666936,Medium,1,0.5686078799567271,Birth,Close,Poor,31,High,4,4
Michael Alvarez,62,Male,Divorced,High School,145150,Technical,9761.090760854757,80,41,851.9791384811571,Low,1,0.6331410972624021,Divorce,Moderate,Good,4,Medium,4,1
Brandon Smith,29,Male,Married,PhD,100101,Unskilled Labor,7014.068834153912,78,16,757.9269485621638,Low,4,0.18619605062997568,Marriage,Moderate,Good,30,Medium,1,4
William Munoz,23,Male,Divorced,Master's Degree,86066,Managerial,9055.518812807342,118,45,423.4740792542183,Low,10,0.019611958601547297,Marriage,Moderate,Good,24,Medium,2,3
Katherine Armstrong,79,Male,Married,PhD,116924,Unskilled Labor,721.8893340546662,280,59,898.676423118087,Medium,4,0.062442323551081036,Divorce,Close,Fair,7,Low,4,2
Jessica Johnson,66,Female,Single,PhD,42182,Managerial,2382.9511903079715,36,7,921.3306767103977,High,1,0.45084278709812886,Relocation,Moderate,Poor,19,High,2,2
Sabrina Calhoun,29,Male,Single,Bachelor's Degree,91906,Managerial,2518.137818914389,210,68,334.33357505309135,Low,15,0.08653385540369951,None,Moderate,Fair,21,Low,4,4
Douglas Henry,86,Female,Divorced,Master's Degree,187987,Administrative,8952.919131433338,102,87,84.97094042568088,Medium,0,0.8655360792310266,Marriage,Far,Fair,41,High,4,4
Patrick Ward,33,Male,Single,High School,161562,Administrative,9936.761793226664,31,17,460.023748727913,Low,19,0.5450214379820935,Marriage,Close,Fair,17,Medium,4,1
Andrew Parrish,21,Male,Single,Master's Degree,35800,Technical,9756.130148754653,93,74,204.91402044489772,High,15,0.577491935309008,Divorce,Moderate,Good,5,Medium,4,1
Jared Gonzalez,61,Female,Divorced,Bachelor's Degree,44160,Managerial,192.3040384056851,79,0,708.7073214620893,Low,19,0.19658486214653637,Birth,Close,Good,13,High,2,4
Logan Smith,51,Male,Widowed,Bachelor's Degree,111748,Skilled Labor,8919.166234339595,289,32,744.0580659489453,High,1,0.2572133929662147,None,Far,Good,0,High,3,3
Matthew Anderson,59,Male,Single,High School,98636,Administrative,830.6983914133548,243,91,718.9042093682189,High,14,0.5718948005979457,Divorce,Moderate,Fair,22,Low,1,3
John Phillips,40,Male,Divorced,Bachelor's Degree,145169,Administrative,8730.364199264797,197,31,115.67991495580173,High,12,0.025383712812412584,Marriage,Moderate,Good,17,Medium,2,4
Dr. Danielle Morgan,22,Male,Divorced,Master's Degree,84477,Skilled Labor,7697.904858737588,101,19,670.9568770848555,Low,7,0.3683555485137876,Marriage,Moderate,Good,44,High,1,3
Carl Jones,68,Female,Divorced,Master's Degree,56015,Unskilled Labor,5253.068201169492,62,27,206.69453978345584,Medium,19,0.8069666190751551,None,Far,Good,49,Medium,3,3
Kimberly Wells,48,Female,Widowed,PhD,196335,Administrative,7310.010243037344,99,45,455.59231539730047,High,18,0.7325899187729765,Relocation,Close,Fair,27,Medium,1,2
Miss Cynthia Donovan,79,Male,Single,Bachelor's Degree,117564,Unskilled Labor,6762.77497249376,246,90,114.13631318372892,High,10,0.954385764540234,Birth,Close,Poor,36,Medium,2,2
Rodney Lopez,88,Male,Married,High School,48247,Professional,7666.12224289966,1,72,323.11807288614625,High,12,0.43424058838367197,Divorce,Close,Good,36,Medium,4,2
Andrew Martin,86,Female,Married,Master's Degree,160634,Technical,498.67595399147314,112,85,316.1928126897603,High,6,0.9516065933729472,Birth,Moderate,Poor,6,Medium,2,1
Elizabeth Freeman,23,Female,Divorced,Master's Degree,77666,Administrative,7662.9836322505225,187,98,736.3559829958966,Medium,8,0.2876661769788099,None,Close,Poor,37,Medium,2,4
Jacob Carlson,58,Male,Widowed,Master's Degree,92179,Technical,6286.489526220018,223,19,347.41442284187514,High,8,0.22571449629098728,Birth,Moderate,Fair,16,High,3,2
Kevin Cooper,74,Male,Single,High School,168606,Technical,8173.381322511167,65,14,401.582063616986,Medium,19,0.20787664353980395,Relocation,Moderate,Fair,48,Medium,3,1
Melissa Powell,83,Female,Single,Master's Degree,96482,Unskilled Labor,1361.946292439775,263,79,657.7136716640285,Low,7,0.4246611223019533,Birth,Far,Good,12,Low,3,1
Jennifer Franco,85,Male,Widowed,Master's Degree,105618,Unskilled Labor,3504.835270636162,214,49,45.68585133715518,High,18,0.22570787050946728,None,Close,Good,41,High,1,1
